state,county,statefips,countyfips,maskdays,days,maskcoverage
MN,Polk County,27,119,294,493,0.6
MN,Pope County,27,121,294,493,0.6
MN,Ramsey County,27,123,294,493,0.6
MN,Red Lake County,27,125,294,493,0.6
MN,Redwood County,27,127,294,493,0.6
MN,Renville County,27,129,294,493,0.6
MN,Rice County,27,131,294,493,0.6
MN,Rock County,27,133,294,493,0.6
MN,Roseau County,27,135,294,493,0.6
MN,St. Louis County,27,137,294,493,0.6
MN,Scott County,27,139,294,493,0.6
MN,Sherburne County,27,141,294,493,0.6
MN,Sibley County,27,143,294,493,0.6
MN,Stearns County,27,145,294,493,0.6
MN,Steele County,27,147,294,493,0.6
MN,Stevens County,27,149,294,493,0.6
MN,Swift County,27,151,294,493,0.6
MN,Todd County,27,153,294,493,0.6
MN,Traverse County,27,155,294,493,0.6
MN,Wabasha County,27,157,294,493,0.6
MN,Wadena County,27,159,294,493,0.6
MN,Waseca County,27,161,294,493,0.6
MN,Washington County,27,163,294,493,0.6
MN,Watonwan County,27,165,294,493,0.6
MN,Wilkin County,27,167,294,493,0.6
MN,Winona County,27,169,294,493,0.6
MN,Wright County,27,171,294,493,0.6
MN,Yellow Medicine County,27,173,294,493,0.6
MS,Adams County,28,1,101,493,0.2
MS,Alcorn County,28,3,154,493,0.31
MS,Amite County,28,5,147,493,0.3
MS,Attala County,28,7,154,493,0.31
MS,Benton County,28,9,171,493,0.35
MS,Bolivar County,28,11,170,493,0.34
MS,Calhoun County,28,13,149,493,0.3
MS,Carroll County,28,15,184,493,0.37
MS,Chickasaw County,28,17,176,493,0.36
MS,Choctaw County,28,19,154,493,0.31
MS,Claiborne County,28,21,141,493,0.29
MS,Clarke County,28,23,138,493,0.28
MS,Clay County,28,25,138,493,0.28
MS,Coahoma County,28,27,149,493,0.3
MS,Copiah County,28,29,138,493,0.28
MS,Covington County,28,31,184,493,0.37
MS,DeSoto County,28,33,205,493,0.42
MS,Forrest County,28,35,205,493,0.42
MS,Franklin County,28,37,147,493,0.3
MS,George County,28,39,126,493,0.26
MS,Greene County,28,41,126,493,0.26
MS,Grenada County,28,43,154,493,0.31
MS,Hancock County,28,45,126,493,0.26
MS,Harrison County,28,47,198,493,0.4
MS,Hinds County,28,49,177,493,0.36
MS,Holmes County,28,51,149,493,0.3
MS,Humphreys County,28,53,173,493,0.35
MS,Issaquena County,28,55,56,493,0.11
MS,Itawamba County,28,57,183,493,0.37
MS,Jackson County,28,59,205,493,0.42
MS,Jasper County,28,61,126,493,0.26
MS,Jefferson County,28,63,117,493,0.24
MS,Jefferson Davis County,28,65,154,493,0.31
MS,Jones County,28,67,171,493,0.35
MS,Kemper County,28,69,147,493,0.3
MS,Lafayette County,28,71,154,493,0.31
MS,Lamar County,28,73,200,493,0.41
MS,Lauderdale County,28,75,168,493,0.34
MS,Lawrence County,28,77,108,493,0.22
MS,Leake County,28,79,141,493,0.29
MS,Lee County,28,81,191,493,0.39
MS,Leflore County,28,83,170,493,0.34
MS,Lincoln County,28,85,154,493,0.31
MS,Lowndes County,28,87,156,493,0.32
MS,Madison County,28,89,192,493,0.39
MS,Marion County,28,91,138,493,0.28
MS,Marshall County,28,93,182,493,0.37
MS,Monroe County,28,95,147,493,0.3
MS,Montgomery County,28,97,172,493,0.35
MS,Neshoba County,28,99,176,493,0.36
MS,Newton County,28,101,126,493,0.26
MS,Noxubee County,28,103,149,493,0.3
MS,Oktibbeha County,28,105,147,493,0.3
MS,Panola County,28,107,170,493,0.34
MS,Pearl River County,28,109,138,493,0.28
MS,Perry County,28,111,154,493,0.31
MS,Pike County,28,113,126,493,0.26
MS,Pontotoc County,28,115,163,493,0.33
MS,Prentiss County,28,117,154,493,0.31
MS,Quitman County,28,119,106,493,0.22
MS,Rankin County,28,121,184,493,0.37
MS,Scott County,28,123,147,493,0.3
MS,Sharkey County,28,125,72,493,0.15
MS,Simpson County,28,127,154,493,0.31
MS,Smith County,28,129,126,493,0.26
MS,Stone County,28,131,154,493,0.31
MS,Sunflower County,28,133,152,493,0.31
MS,Tallahatchie County,28,135,142,493,0.29
MS,Tate County,28,137,177,493,0.36
MS,Tippah County,28,139,154,493,0.31
MS,Tishomingo County,28,141,154,493,0.31
MS,Tunica County,28,143,103,493,0.21
MS,Union County,28,145,154,493,0.31
MS,Walthall County,28,147,142,493,0.29
MS,Warren County,28,149,126,493,0.26
MS,Washington County,28,151,163,493,0.33
MS,Wayne County,28,153,142,493,0.29
MS,Webster County,28,155,138,493,0.28
MS,Wilkinson County,28,157,80,493,0.16
MS,Winston County,28,159,172,493,0.35
MS,Yalobusha County,28,161,179,493,0.36
MS,Yazoo County,28,163,138,493,0.28
MO,Adair County,29,1,0,493,0.0
MO,Andrew County,29,3,0,493,0.0
MO,Atchison County,29,5,0,493,0.0
MO,Audrain County,29,7,0,493,0.0
MO,Barry County,29,9,0,493,0.0
MO,Barton County,29,11,0,493,0.0
MO,Bates County,29,13,0,493,0.0
MO,Benton County,29,15,0,493,0.0
MO,Bollinger County,29,17,0,493,0.0
MO,Boone County,29,19,0,493,0.0
MO,Buchanan County,29,21,0,493,0.0
MO,Butler County,29,23,0,493,0.0
MO,Caldwell County,29,25,0,493,0.0
MO,Callaway County,29,27,0,493,0.0
MO,Camden County,29,29,0,493,0.0
MO,Cape Girardeau County,29,31,0,493,0.0
MO,Carroll County,29,33,0,493,0.0
MO,Carter County,29,35,0,493,0.0
MO,Cass County,29,37,0,493,0.0
MO,Cedar County,29,39,0,493,0.0
MO,Chariton County,29,41,0,493,0.0
MO,Christian County,29,43,0,493,0.0
MO,Clark County,29,45,0,493,0.0
MO,Clay County,29,47,0,493,0.0
MO,Clinton County,29,49,0,493,0.0
MO,Cole County,29,51,0,493,0.0
MO,Cooper County,29,53,0,493,0.0
MO,Crawford County,29,55,0,493,0.0
MO,Dade County,29,57,0,493,0.0
MO,Dallas County,29,59,0,493,0.0
MO,Daviess County,29,61,0,493,0.0
MO,DeKalb County,29,63,0,493,0.0
MO,Dent County,29,65,0,493,0.0
MO,Douglas County,29,67,0,493,0.0
MO,Dunklin County,29,69,0,493,0.0
MO,Franklin County,29,71,0,493,0.0
MO,Gasconade County,29,73,0,493,0.0
MO,Gentry County,29,75,0,493,0.0
MO,Greene County,29,77,0,493,0.0
MO,Grundy County,29,79,0,493,0.0
MO,Harrison County,29,81,0,493,0.0
MO,Henry County,29,83,0,493,0.0
MO,Hickory County,29,85,0,493,0.0
MO,Holt County,29,87,0,493,0.0
MO,Howard County,29,89,0,493,0.0
MO,Howell County,29,91,0,493,0.0
MO,Iron County,29,93,0,493,0.0
MO,Jackson County,29,95,0,493,0.0
MO,Jasper County,29,97,0,493,0.0
MO,Jefferson County,29,99,0,493,0.0
MO,Johnson County,29,101,0,493,0.0
MO,Knox County,29,103,0,493,0.0
MO,Laclede County,29,105,0,493,0.0
MO,Lafayette County,29,107,0,493,0.0
MO,Lawrence County,29,109,0,493,0.0
MO,Lewis County,29,111,0,493,0.0
MO,Lincoln County,29,113,0,493,0.0
MO,Linn County,29,115,0,493,0.0
MO,Livingston County,29,117,0,493,0.0
MO,McDonald County,29,119,0,493,0.0
MO,Macon County,29,121,0,493,0.0
MO,Madison County,29,123,0,493,0.0
MO,Maries County,29,125,0,493,0.0
MO,Marion County,29,127,0,493,0.0
MO,Mercer County,29,129,0,493,0.0
MO,Miller County,29,131,0,493,0.0
MO,Mississippi County,29,133,0,493,0.0
MO,Moniteau County,29,135,0,493,0.0
MO,Monroe County,29,137,0,493,0.0
MO,Montgomery County,29,139,0,493,0.0
MO,Morgan County,29,141,0,493,0.0
MO,New Madrid County,29,143,0,493,0.0
MO,Newton County,29,145,0,493,0.0
MO,Nodaway County,29,147,0,493,0.0
MO,Oregon County,29,149,0,493,0.0
MO,Osage County,29,151,0,493,0.0
MO,Ozark County,29,153,0,493,0.0
MO,Pemiscot County,29,155,0,493,0.0
MO,Perry County,29,157,0,493,0.0
MO,Pettis County,29,159,0,493,0.0
MO,Phelps County,29,161,0,493,0.0
MO,Pike County,29,163,0,493,0.0
MO,Platte County,29,165,0,493,0.0
MO,Polk County,29,167,0,493,0.0
MO,Pulaski County,29,169,0,493,0.0
MO,Putnam County,29,171,0,493,0.0
MO,Ralls County,29,173,0,493,0.0
MO,Randolph County,29,175,0,493,0.0
MO,Ray County,29,177,0,493,0.0
MO,Reynolds County,29,179,0,493,0.0
MO,Ripley County,29,181,0,493,0.0
MO,St. Charles County,29,183,0,493,0.0
MO,St. Clair County,29,185,0,493,0.0
MO,Ste. Genevieve County,29,186,0,493,0.0
MO,St. Francois County,29,187,0,493,0.0
MO,St. Louis County,29,189,0,493,0.0
MO,Saline County,29,195,0,493,0.0
MO,Schuyler County,29,197,0,493,0.0
MO,Scotland County,29,199,0,493,0.0
MO,Scott County,29,201,0,493,0.0
MO,Shannon County,29,203,0,493,0.0
MO,Shelby County,29,205,0,493,0.0
MO,Stoddard County,29,207,0,493,0.0
MO,Stone County,29,209,0,493,0.0
MO,Sullivan County,29,211,0,493,0.0
MO,Taney County,29,213,0,493,0.0
MO,Texas County,29,215,0,493,0.0
MO,Vernon County,29,217,0,493,0.0
MO,Warren County,29,219,0,493,0.0
MO,Washington County,29,221,0,493,0.0
MO,Wayne County,29,223,0,493,0.0
MO,Webster County,29,225,0,493,0.0
MO,Worth County,29,227,0,493,0.0
MO,Wright County,29,229,0,493,0.0
MO,St. Louis city,29,510,0,493,0.0
MT,Beaverhead County,30,1,212,493,0.43
MT,Big Horn County,30,3,212,493,0.43
MT,Blaine County,30,5,212,493,0.43
MT,Broadwater County,30,7,212,493,0.43
MT,Carbon County,30,9,212,493,0.43
MT,Carter County,30,11,212,493,0.43
MT,Cascade County,30,13,212,493,0.43
MT,Chouteau County,30,15,212,493,0.43
MT,Custer County,30,17,212,493,0.43
MT,Daniels County,30,19,212,493,0.43
MT,Dawson County,30,21,212,493,0.43
MT,Deer Lodge County,30,23,212,493,0.43
MT,Fallon County,30,25,212,493,0.43
MT,Fergus County,30,27,212,493,0.43
MT,Flathead County,30,29,212,493,0.43
MT,Gallatin County,30,31,212,493,0.43
MT,Garfield County,30,33,212,493,0.43
MT,Glacier County,30,35,212,493,0.43
MT,Golden Valley County,30,37,212,493,0.43
MT,Granite County,30,39,212,493,0.43
MT,Hill County,30,41,212,493,0.43
MT,Jefferson County,30,43,212,493,0.43
MT,Judith Basin County,30,45,212,493,0.43
MT,Lake County,30,47,212,493,0.43
MT,Lewis and Clark County,30,49,212,493,0.43
MT,Liberty County,30,51,212,493,0.43
MT,Lincoln County,30,53,212,493,0.43
MT,McCone County,30,55,212,493,0.43
MT,Madison County,30,57,212,493,0.43
MT,Meagher County,30,59,212,493,0.43
MT,Mineral County,30,61,212,493,0.43
MT,Missoula County,30,63,212,493,0.43
MT,Musselshell County,30,65,212,493,0.43
MT,Park County,30,67,212,493,0.43
MT,Petroleum County,30,69,212,493,0.43
MT,Phillips County,30,71,212,493,0.43
MT,Pondera County,30,73,212,493,0.43
MT,Powder River County,30,75,212,493,0.43
MT,Powell County,30,77,212,493,0.43
MT,Prairie County,30,79,212,493,0.43
MT,Ravalli County,30,81,212,493,0.43
MT,Richland County,30,83,212,493,0.43
MT,Roosevelt County,30,85,212,493,0.43
MT,Rosebud County,30,87,212,493,0.43
MT,Sanders County,30,89,212,493,0.43
MT,Sheridan County,30,91,212,493,0.43
MT,Silver Bow County,30,93,212,493,0.43
MT,Stillwater County,30,95,212,493,0.43
MT,Sweet Grass County,30,97,212,493,0.43
MT,Teton County,30,99,212,493,0.43
MT,Toole County,30,101,212,493,0.43
MT,Treasure County,30,103,212,493,0.43
MT,Valley County,30,105,212,493,0.43
MT,Wheatland County,30,107,212,493,0.43
MT,Wibaux County,30,109,212,493,0.43
MT,Yellowstone County,30,111,212,493,0.43
NE,Adams County,31,1,0,493,0.0
NE,Antelope County,31,3,0,493,0.0
NE,Arthur County,31,5,0,493,0.0
NE,Banner County,31,7,0,493,0.0
NE,Blaine County,31,9,0,493,0.0
NE,Boone County,31,11,0,493,0.0
NE,Box Butte County,31,13,0,493,0.0
NE,Boyd County,31,15,0,493,0.0
NE,Brown County,31,17,0,493,0.0
NE,Buffalo County,31,19,0,493,0.0
NE,Burt County,31,21,0,493,0.0
NE,Butler County,31,23,0,493,0.0
NE,Cass County,31,25,0,493,0.0
NE,Cedar County,31,27,0,493,0.0
NE,Chase County,31,29,0,493,0.0
NE,Cherry County,31,31,0,493,0.0
NE,Cheyenne County,31,33,0,493,0.0
NE,Clay County,31,35,0,493,0.0
NE,Colfax County,31,37,0,493,0.0
NE,Cuming County,31,39,0,493,0.0
NE,Custer County,31,41,0,493,0.0
NE,Dakota County,31,43,0,493,0.0
NE,Dawes County,31,45,0,493,0.0
NE,Dawson County,31,47,0,493,0.0
NE,Deuel County,31,49,0,493,0.0
NE,Dixon County,31,51,0,493,0.0
NE,Dodge County,31,53,0,493,0.0
NE,Douglas County,31,55,0,493,0.0
NE,Dundy County,31,57,0,493,0.0
NE,Fillmore County,31,59,0,493,0.0
NE,Franklin County,31,61,0,493,0.0
NE,Frontier County,31,63,0,493,0.0
NE,Furnas County,31,65,0,493,0.0
NE,Gage County,31,67,0,493,0.0
NE,Garden County,31,69,0,493,0.0
NE,Garfield County,31,71,0,493,0.0
NE,Gosper County,31,73,0,493,0.0
NE,Grant County,31,75,0,493,0.0
NE,Greeley County,31,77,0,493,0.0
NE,Hall County,31,79,0,493,0.0
NE,Hamilton County,31,81,0,493,0.0
NE,Harlan County,31,83,0,493,0.0
NE,Hayes County,31,85,0,493,0.0
NE,Hitchcock County,31,87,0,493,0.0
NE,Holt County,31,89,0,493,0.0
NE,Hooker County,31,91,0,493,0.0
NE,Howard County,31,93,0,493,0.0
NE,Jefferson County,31,95,0,493,0.0
NE,Johnson County,31,97,0,493,0.0
NE,Kearney County,31,99,0,493,0.0
NE,Keith County,31,101,0,493,0.0
NE,Keya Paha County,31,103,0,493,0.0
NE,Kimball County,31,105,0,493,0.0
NE,Knox County,31,107,0,493,0.0
NE,Lancaster County,31,109,0,493,0.0
NE,Lincoln County,31,111,0,493,0.0
NE,Logan County,31,113,0,493,0.0
NE,Loup County,31,115,0,493,0.0
NE,McPherson County,31,117,0,493,0.0
NE,Madison County,31,119,0,493,0.0
NE,Merrick County,31,121,0,493,0.0
NE,Morrill County,31,123,0,493,0.0
NE,Nance County,31,125,0,493,0.0
NE,Nemaha County,31,127,0,493,0.0
NE,Nuckolls County,31,129,0,493,0.0
NE,Otoe County,31,131,0,493,0.0
NE,Pawnee County,31,133,0,493,0.0
NE,Perkins County,31,135,0,493,0.0
NE,Phelps County,31,137,0,493,0.0
NE,Pierce County,31,139,0,493,0.0
NE,Platte County,31,141,0,493,0.0
NE,Polk County,31,143,0,493,0.0
NE,Red Willow County,31,145,0,493,0.0
NE,Richardson County,31,147,0,493,0.0
NE,Rock County,31,149,0,493,0.0
NE,Saline County,31,151,0,493,0.0
NE,Sarpy County,31,153,0,493,0.0
NE,Saunders County,31,155,0,493,0.0
NE,Scotts Bluff County,31,157,0,493,0.0
NE,Seward County,31,159,0,493,0.0
NE,Sheridan County,31,161,0,493,0.0
NE,Sherman County,31,163,0,493,0.0
NE,Sioux County,31,165,0,493,0.0
NE,Stanton County,31,167,0,493,0.0
NE,Thayer County,31,169,0,493,0.0
NE,Thomas County,31,171,0,493,0.0
NE,Thurston County,31,173,0,493,0.0
NE,Valley County,31,175,0,493,0.0
NE,Washington County,31,177,0,493,0.0
NE,Wayne County,31,179,0,493,0.0
NE,Webster County,31,181,0,493,0.0
NE,Wheeler County,31,183,0,493,0.0
NE,York County,31,185,0,493,0.0
NV,Churchill County,32,1,418,493,0.85
NV,Clark County,32,3,418,493,0.85
NV,Douglas County,32,5,418,493,0.85
NV,Elko County,32,7,418,493,0.85
NV,Esmeralda County,32,9,418,493,0.85
NV,Eureka County,32,11,418,493,0.85
NV,Humboldt County,32,13,418,493,0.85
NV,Lander County,32,15,418,493,0.85
NV,Lincoln County,32,17,418,493,0.85
NV,Lyon County,32,19,418,493,0.85
NV,Mineral County,32,21,418,493,0.85
NV,Nye County,32,23,418,493,0.85
NV,Pershing County,32,27,418,493,0.85
NV,Storey County,32,29,418,493,0.85
NV,Washoe County,32,31,418,493,0.85
NV,White Pine County,32,33,418,493,0.85
NV,Carson City,32,510,418,493,0.85
NH,Belknap County,33,1,148,493,0.3
NH,Carroll County,33,3,148,493,0.3
NH,Cheshire County,33,5,148,493,0.3
NH,Coos County,33,7,148,493,0.3
NH,Grafton County,33,9,148,493,0.3
NH,Hillsborough County,33,11,148,493,0.3
NH,Merrimack County,33,13,148,493,0.3
NH,Rockingham County,33,15,148,493,0.3
NH,Strafford County,33,17,148,493,0.3
NH,Sullivan County,33,19,148,493,0.3
NJ,Atlantic County,34,1,413,493,0.84
NJ,Bergen County,34,3,413,493,0.84
NJ,Burlington County,34,5,413,493,0.84
NM,Bernalillo County,35,1,458,493,0.93
NJ,Camden County,34,7,413,493,0.84
NJ,Cape May County,34,9,413,493,0.84
NJ,Cumberland County,34,11,413,493,0.84
NJ,Essex County,34,13,413,493,0.84
NJ,Gloucester County,34,15,413,493,0.84
NJ,Hudson County,34,17,413,493,0.84
NJ,Hunterdon County,34,19,413,493,0.84
NJ,Mercer County,34,21,413,493,0.84
NJ,Middlesex County,34,23,413,493,0.84
NJ,Monmouth County,34,25,413,493,0.84
NJ,Morris County,34,27,413,493,0.84
NJ,Ocean County,34,29,413,493,0.84
NJ,Passaic County,34,31,413,493,0.84
NJ,Salem County,34,33,413,493,0.84
NJ,Somerset County,34,35,413,493,0.84
NJ,Sussex County,34,37,413,493,0.84
NJ,Union County,34,39,413,493,0.84
NJ,Warren County,34,41,413,493,0.84
NM,Colfax County,35,7,458,493,0.93
NM,Catron County,35,3,458,493,0.93
NM,Chaves County,35,5,458,493,0.93
NM,Cibola County,35,6,441,493,0.89
NM,Curry County,35,9,458,493,0.93
NM,Grant County,35,17,458,493,0.93
NM,De Baca County,35,11,458,493,0.93
NM,Doña Ana County,35,13,458,493,0.93
NM,Eddy County,35,15,458,493,0.93
NM,Guadalupe County,35,19,458,493,0.93
NM,Harding County,35,21,458,493,0.93
NM,Lea County,35,25,458,493,0.93
NM,Hidalgo County,35,23,458,493,0.93
NM,Lincoln County,35,27,458,493,0.93
NM,Los Alamos County,35,28,458,493,0.93
NM,McKinley County,35,31,441,493,0.89
NM,Luna County,35,29,458,493,0.93
NM,Mora County,35,33,458,493,0.93
NM,Quay County,35,37,458,493,0.93
NM,Otero County,35,35,458,493,0.93
NM,Rio Arriba County,35,39,458,493,0.93
NM,Roosevelt County,35,41,458,493,0.93
NM,San Juan County,35,45,441,493,0.89
NM,Sandoval County,35,43,458,493,0.93
NM,San Miguel County,35,47,458,493,0.93
NM,Santa Fe County,35,49,458,493,0.93
NM,Sierra County,35,51,458,493,0.93
NM,Union County,35,59,458,493,0.93
NM,Socorro County,35,53,458,493,0.93
NM,Taos County,35,55,458,493,0.93
NM,Torrance County,35,57,458,493,0.93
NM,Valencia County,35,61,458,493,0.93
NY,Cattaraugus County,36,9,434,493,0.88
NY,Albany County,36,1,434,493,0.88
NC,Alamance County,37,1,322,493,0.65
NY,Allegany County,36,3,434,493,0.88
NY,Bronx County,36,5,434,493,0.88
NY,Broome County,36,7,434,493,0.88
NY,Cayuga County,36,11,434,493,0.88
NC,Alleghany County,37,5,322,493,0.65
NY,Chautauqua County,36,13,434,493,0.88
NY,Chemung County,36,15,434,493,0.88
NY,Chenango County,36,17,434,493,0.88
NY,Clinton County,36,19,434,493,0.88
NY,Columbia County,36,21,434,493,0.88
NY,Cortland County,36,23,434,493,0.88
NC,Anson County,37,7,322,493,0.65
NY,Delaware County,36,25,434,493,0.88
NY,Dutchess County,36,27,434,493,0.88
NY,Erie County,36,29,434,493,0.88
NY,Essex County,36,31,434,493,0.88
NY,Jefferson County,36,45,434,493,0.88
NY,Franklin County,36,33,434,493,0.88
NY,Fulton County,36,35,434,493,0.88
NY,Genesee County,36,37,434,493,0.88
NY,Greene County,36,39,434,493,0.88
NC,Ashe County,37,9,322,493,0.65
NY,Hamilton County,36,41,434,493,0.88
NY,Herkimer County,36,43,434,493,0.88
NY,Kings County,36,47,434,493,0.88
NY,Lewis County,36,49,434,493,0.88
NY,Niagara County,36,63,434,493,0.88
NY,Livingston County,36,51,434,493,0.88
NY,Madison County,36,53,434,493,0.88
NC,Avery County,37,11,322,493,0.65
NY,Monroe County,36,55,434,493,0.88
NY,Montgomery County,36,57,434,493,0.88
NY,Nassau County,36,59,434,493,0.88
NY,New York County,36,61,434,493,0.88
NC,Beaufort County,37,13,322,493,0.65
NY,Oneida County,36,65,434,493,0.88
NY,Onondaga County,36,67,434,493,0.88
NY,Ontario County,36,69,434,493,0.88
NY,Putnam County,36,79,434,493,0.88
NY,Orange County,36,71,434,493,0.88
NY,Orleans County,36,73,434,493,0.88
NY,Oswego County,36,75,434,493,0.88
NC,Bertie County,37,15,322,493,0.65
NY,Otsego County,36,77,434,493,0.88
NY,Queens County,36,81,434,493,0.88
NY,Rensselaer County,36,83,434,493,0.88
NY,Richmond County,36,85,434,493,0.88
NY,Rockland County,36,87,434,493,0.88
NY,St. Lawrence County,36,89,434,493,0.88
NY,Saratoga County,36,91,434,493,0.88
NC,Bladen County,37,17,322,493,0.65
NY,Schenectady County,36,93,434,493,0.88
NY,Schoharie County,36,95,434,493,0.88
NY,Schuyler County,36,97,434,493,0.88
NY,Seneca County,36,99,434,493,0.88
NY,Steuben County,36,101,434,493,0.88
NY,Suffolk County,36,103,434,493,0.88
NC,Brunswick County,37,19,322,493,0.65
NY,Sullivan County,36,105,434,493,0.88
NY,Tioga County,36,107,434,493,0.88
NY,Tompkins County,36,109,434,493,0.88
NC,Alexander County,37,3,322,493,0.65
NY,Ulster County,36,111,434,493,0.88
NY,Warren County,36,113,434,493,0.88
NY,Washington County,36,115,434,493,0.88
NY,Wayne County,36,117,434,493,0.88
NY,Westchester County,36,119,434,493,0.88
NY,Wyoming County,36,121,434,493,0.88
NC,Buncombe County,37,21,322,493,0.65
NY,Yates County,36,123,434,493,0.88
NC,Burke County,37,23,322,493,0.65
NC,Cabarrus County,37,25,322,493,0.65
NC,Caldwell County,37,27,322,493,0.65
NC,Camden County,37,29,322,493,0.65
NC,Carteret County,37,31,322,493,0.65
NC,Caswell County,37,33,322,493,0.65
NC,Catawba County,37,35,322,493,0.65
NC,Chatham County,37,37,322,493,0.65
NC,Cherokee County,37,39,322,493,0.65
NC,Chowan County,37,41,322,493,0.65
NC,Clay County,37,43,322,493,0.65
NC,Cleveland County,37,45,322,493,0.65
NC,Columbus County,37,47,322,493,0.65
NC,Craven County,37,49,322,493,0.65
NC,Cumberland County,37,51,322,493,0.65
NC,Currituck County,37,53,322,493,0.65
NC,Dare County,37,55,322,493,0.65
NC,Davidson County,37,57,322,493,0.65
NC,Davie County,37,59,322,493,0.65
NC,Duplin County,37,61,322,493,0.65
NC,Durham County,37,63,322,493,0.65
NC,Edgecombe County,37,65,322,493,0.65
NC,Forsyth County,37,67,322,493,0.65
NC,Franklin County,37,69,322,493,0.65
NC,Gaston County,37,71,322,493,0.65
NC,Gates County,37,73,322,493,0.65
NC,Graham County,37,75,322,493,0.65
NC,Granville County,37,77,322,493,0.65
NC,Greene County,37,79,322,493,0.65
NC,Guilford County,37,81,322,493,0.65
NC,Halifax County,37,83,322,493,0.65
NC,Harnett County,37,85,322,493,0.65
NC,Haywood County,37,87,322,493,0.65
NC,Henderson County,37,89,322,493,0.65
NC,Hertford County,37,91,322,493,0.65
NC,Hoke County,37,93,322,493,0.65
NC,Hyde County,37,95,322,493,0.65
NC,Iredell County,37,97,322,493,0.65
NC,Jackson County,37,99,322,493,0.65
NC,Johnston County,37,101,322,493,0.65
NC,Jones County,37,103,322,493,0.65
NC,Lee County,37,105,322,493,0.65
NC,Lenoir County,37,107,322,493,0.65
NC,Lincoln County,37,109,322,493,0.65
NC,McDowell County,37,111,322,493,0.65
NC,Macon County,37,113,322,493,0.65
NC,Madison County,37,115,322,493,0.65
NC,Martin County,37,117,322,493,0.65
NC,Mecklenburg County,37,119,322,493,0.65
NC,Mitchell County,37,121,322,493,0.65
NC,Montgomery County,37,123,322,493,0.65
NC,Moore County,37,125,322,493,0.65
NC,Nash County,37,127,322,493,0.65
NC,New Hanover County,37,129,322,493,0.65
NC,Northampton County,37,131,322,493,0.65
NC,Onslow County,37,133,322,493,0.65
NC,Orange County,37,135,322,493,0.65
NC,Pamlico County,37,137,322,493,0.65
NC,Pasquotank County,37,139,322,493,0.65
NC,Pender County,37,141,322,493,0.65
NC,Perquimans County,37,143,322,493,0.65
NC,Person County,37,145,322,493,0.65
NC,Pitt County,37,147,322,493,0.65
NC,Polk County,37,149,322,493,0.65
NC,Randolph County,37,151,322,493,0.65
NC,Richmond County,37,153,322,493,0.65
NC,Robeson County,37,155,322,493,0.65
NC,Rockingham County,37,157,322,493,0.65
NC,Rowan County,37,159,322,493,0.65
NC,Rutherford County,37,161,322,493,0.65
NC,Sampson County,37,163,322,493,0.65
NC,Scotland County,37,165,322,493,0.65
NC,Stanly County,37,167,322,493,0.65
NC,Stokes County,37,169,322,493,0.65
NC,Surry County,37,171,322,493,0.65
NC,Swain County,37,173,322,493,0.65
NC,Transylvania County,37,175,322,493,0.65
NC,Tyrrell County,37,177,322,493,0.65
NC,Union County,37,179,322,493,0.65
NC,Vance County,37,181,322,493,0.65
NC,Wake County,37,183,322,493,0.65
NC,Warren County,37,185,322,493,0.65
NC,Washington County,37,187,322,493,0.65
NC,Watauga County,37,189,322,493,0.65
NC,Wayne County,37,191,322,493,0.65
NC,Wilkes County,37,193,322,493,0.65
NC,Wilson County,37,195,322,493,0.65
NC,Yadkin County,37,197,322,493,0.65
NC,Yancey County,37,199,322,493,0.65
ND,Adams County,38,1,66,493,0.13
ND,Barnes County,38,3,66,493,0.13
ND,Benson County,38,5,66,493,0.13
ND,Billings County,38,7,66,493,0.13
ND,Bottineau County,38,9,66,493,0.13
ND,Bowman County,38,11,66,493,0.13
ND,Burke County,38,13,66,493,0.13
ND,Burleigh County,38,15,66,493,0.13
ND,Cass County,38,17,66,493,0.13
ND,Cavalier County,38,19,66,493,0.13
ND,Dickey County,38,21,66,493,0.13
ND,Divide County,38,23,66,493,0.13
ND,Dunn County,38,25,66,493,0.13
ND,Eddy County,38,27,66,493,0.13
ND,Emmons County,38,29,66,493,0.13
ND,Foster County,38,31,66,493,0.13
ND,Golden Valley County,38,33,66,493,0.13
ND,Grand Forks County,38,35,66,493,0.13
ND,Grant County,38,37,66,493,0.13
ND,Griggs County,38,39,66,493,0.13
ND,Hettinger County,38,41,66,493,0.13
ND,Kidder County,38,43,66,493,0.13
ND,LaMoure County,38,45,66,493,0.13
ND,Logan County,38,47,66,493,0.13
ND,McHenry County,38,49,66,493,0.13
ND,McIntosh County,38,51,66,493,0.13
ND,McKenzie County,38,53,66,493,0.13
ND,McLean County,38,55,66,493,0.13
ND,Mercer County,38,57,66,493,0.13
ND,Morton County,38,59,66,493,0.13
ND,Mountrail County,38,61,66,493,0.13
ND,Nelson County,38,63,66,493,0.13
ND,Oliver County,38,65,66,493,0.13
ND,Pembina County,38,67,66,493,0.13
ND,Pierce County,38,69,66,493,0.13
ND,Ramsey County,38,71,66,493,0.13
ND,Ransom County,38,73,66,493,0.13
ND,Renville County,38,75,66,493,0.13
ND,Richland County,38,77,66,493,0.13
ND,Rolette County,38,79,66,493,0.13
ND,Sargent County,38,81,66,493,0.13
ND,Sheridan County,38,83,66,493,0.13
ND,Sioux County,38,85,66,493,0.13
ND,Slope County,38,87,66,493,0.13
ND,Stark County,38,89,66,493,0.13
