PUMA Code,PUMA Name,State,Estimated hesitant,Estimated unsure or hesitant,Estimated strongly hesitant,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White
2901002,Jackson County (North Central),Missouri,14.41,20.45,8.42,0.0923,0.0032,0.0126,0.1604,0.0051,0.6877
2901003,Jackson County (East),Missouri,12.61,17.34,7.34,0.052,0.0041,0.013,0.0499,0.0073,0.8424
2901004,Jackson County (South Central),Missouri,11.26,14.93,6.52,0.041,0.0025,0.0196,0.0803,0.001,0.8246
2901005,Jackson County--Kansas City (South),Missouri,12.75,18.54,7.34,0.0711,0.0026,0.0134,0.388,0.0011,0.4843
2901100,Cass & Bates Counties,Missouri,14.25,19.41,8.45,0.0409,0.0051,0.007,0.0364,0.0014,0.8881
2901200,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties",Missouri,15.76,21.8,9.58,0.0374,0.0082,0.0031,0.0057,0.0006,0.9232
2901300,"Laclede, Polk, Benton, Dallas & Hickory Counties",Missouri,15.67,22.04,9.48,0.0227,0.0106,0.003,0.0049,0.0002,0.9393
2901400,"Pulaski, Camden, Miller & Morgan Counties",Missouri,15.44,21.85,9.4,0.0563,0.0077,0.0118,0.043,0.0021,0.8524
2901500,"Phelps, Crawford, Dent, Gasconade & Maries Counties",Missouri,13.8,19.32,8.31,0.0206,0.0053,0.0171,0.0114,0,0.925
2901600,Franklin County,Missouri,14.53,19.8,8.61,0.0174,0.0019,0.005,0.0072,0.0001,0.9502
2901701,St. Charles County (South),Missouri,10.37,13.86,6.15,0.0336,0.0012,0.0358,0.0454,0.0002,0.855
2901702,St. Charles County (Northwest),Missouri,11.86,15.62,6.93,0.0253,0.0005,0.0196,0.0381,0,0.8965
2901703,St. Charles County (Northeast),Missouri,10.98,15.23,6.37,0.0405,0.0019,0.0229,0.0488,0.0007,0.8583
2901801,St. Louis County (Northeast),Missouri,12.85,19.72,7.42,0.0096,0.0018,0.0055,0.7944,0.0002,0.1589
2901802,St. Louis County (Northwest),Missouri,13.49,19.7,7.78,0.03,0.0011,0.0152,0.4852,0.0004,0.4245
2901803,St. Louis County (Inner Ring North),Missouri,14.08,21.46,8.12,0.0618,0.0026,0.0223,0.5252,0.0001,0.3593
2901804,St. Louis County (West),Missouri,8.3,11.13,4.84,0.0329,0.001,0.1091,0.0797,0.0006,0.7522
2901805,St. Louis County (Central),Missouri,7.73,10.69,4.44,0.0289,0.002,0.0881,0.0711,0.0005,0.7877
2901806,St. Louis County (Central West),Missouri,8.47,11.24,4.85,0.0302,0.0008,0.067,0.0268,0.0001,0.8487
2901807,St. Louis County (Inner Ring South),Missouri,10.69,14.49,6.14,0.0285,0.0009,0.0222,0.0458,0.0001,0.8813
2901808,St. Louis County (South),Missouri,9.76,13.01,5.72,0.0149,0.0006,0.0249,0.0176,0.0005,0.9314
2901901,St. Louis City (North),Missouri,12.04,18.85,6.98,0.0208,0.0018,0.0286,0.7417,0.0002,0.1875
2901902,St. Louis City (South),Missouri,12.14,17.51,6.96,0.0529,0.0021,0.0364,0.2806,0.0008,0.5984
2902001,Jefferson County (North),Missouri,14.52,19.78,8.6,0.0247,0.0014,0.0118,0.0088,0.0002,0.9312
2902002,Jefferson County (South),Missouri,14.17,19.32,8.38,0.0146,0.0036,0.0044,0.01,0,0.9569
2902100,"St. Francois, Washington, Perry & Ste. Genevieve Counties",Missouri,16.38,22.74,9.85,0.0159,0.0025,0.0055,0.0304,0.0007,0.9329
2902200,"Cape Girardeau, Scott & Bollinger Counties",Missouri,14.34,20.29,8.58,0.0221,0.0022,0.0119,0.0798,0.0002,0.8609
2902300,"Dunklin, Stoddard, New Madrid, Pemiscot & Mississippi Counties",Missouri,16.75,24.08,10.18,0.0333,0.0022,0.0018,0.1309,0.0001,0.8143
2902400,"Butler, Ripley, Wayne, Madison, Iron, Reynolds & Carter Counties",Missouri,16.66,23.22,10.1,0.0194,0.0044,0.0051,0.0276,0.0007,0.9224
2902500,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties",Missouri,16.46,22.88,10.06,0.0189,0.0103,0.0048,0.0065,0.0003,0.9414
2902601,"Christian, Greene (Outside Springfield City) & Webster Counties",Missouri,14.25,19.46,8.55,0.0242,0.0041,0.005,0.0069,0.0005,0.9394
2902602,Greene County--Springfield City (North),Missouri,16.48,23.88,10.02,0.047,0.0074,0.0166,0.0476,0.0004,0.848
2902603,Greene County--Springfield City (South),Missouri,12.38,17.19,7.14,0.0341,0.0026,0.0288,0.0258,0.0004,0.8787
2902700,"Taney, Barry, Stone & McDonald Counties",Missouri,14.3,19.78,8.63,0.0686,0.0109,0.0098,0.0091,0.0038,0.8752
2902800,Jasper & Newton Counties,Missouri,15.74,21.91,9.44,0.0715,0.0163,0.0123,0.0151,0.0041,0.848
3000100,Northwest Montana--Kalispell City,Montana,24.61,29.1,16.69,0.0292,0.0786,0.0059,0.0032,0.0008,0.8626
3000200,West Montana--Missoula City,Montana,23.97,28.95,16.22,0.0346,0.049,0.0123,0.0044,0.0006,0.8657
3000300,Southwest Montana--Butte-Silver Bow & Helena City,Montana,22.68,26.94,15.37,0.0359,0.0165,0.0055,0.0036,0.0004,0.9127
3000400,North Central Montana--Great Falls City,Montana,26.7,32.33,18.24,0.0371,0.0882,0.0054,0.0083,0.0019,0.8272
3000500,South Central Montana--Bozeman City,Montana,21.95,26.23,14.6,0.0355,0.0078,0.0107,0.0037,0.0002,0.9213
3000600,East Montana (Outside Billings City),Montana,26.39,31.31,17.99,0.0427,0.1435,0.0031,0.0022,0.0004,0.7823
3000700,Billings City,Montana,24.97,29.84,16.99,0.0607,0.0414,0.0099,0.0063,0.0013,0.8492
3100100,North Central & Northwest Nebraska,Nebraska,8.42,12.87,5.16,0.1257,0.0175,0.0065,0.0098,0.0001,0.8239
3100200,Northeast Nebraska,Nebraska,8.48,12.88,5.21,0.1561,0.0337,0.0107,0.0137,0.0003,0.774
3100300,Central Nebraska,Nebraska,9.03,13.8,5.58,0.1697,0.0029,0.0078,0.015,0.0014,0.79
3100400,Southwest Nebraska,Nebraska,8.7,13.18,5.37,0.13,0.0029,0.0054,0.0204,0.0008,0.8301
3100500,South Central Nebraska,Nebraska,8.93,13.5,5.49,0.0823,0.0025,0.0101,0.0062,0.0002,0.884
3100600,Southeast Nebraska,Nebraska,8.91,13.54,5.55,0.0642,0.0046,0.0061,0.01,0,0.8995
3100701,"Dodge, Cass, Saunders & Washington Counties",Nebraska,8.54,12.85,5.28,0.064,0.0036,0.0032,0.0062,0.0013,0.9061
3100702,Sarpy County--Bellevue City,Nebraska,8.19,12.34,4.96,0.0932,0.0034,0.0253,0.0366,0.0011,0.8096
3100801,Lancaster County--Lincoln City (North),Nebraska,8.32,13.39,5.12,0.0879,0.0054,0.0519,0.0442,0.0004,0.7759
3100802,Lancaster County--Lincoln City (South),Nebraska,7.25,10.8,4.45,0.0506,0.0043,0.0304,0.0312,0.001,0.8536
3100901,Douglas County--Omaha City (Northwest),Nebraska,7.21,10.69,4.31,0.0554,0.0034,0.0352,0.0859,0.0005,0.7933
3100902,Douglas County--Omaha City (Southwest),Nebraska,7.19,10.56,4.35,0.0595,0.003,0.0312,0.0285,0.0005,0.8554
3100903,Douglas County--Omaha City (Northeast),Nebraska,9.53,15.59,5.83,0.1001,0.007,0.0676,0.3171,0.0003,0.4711
3100904,Douglas County--Omaha City (Southeast),Nebraska,8.52,13.73,5.21,0.3567,0.0042,0.0218,0.0508,0.0003,0.5328
3200101,Washoe County (South Central)--Reno City,Nevada,11.38,19.04,5.96,0.2665,0.012,0.0645,0.0271,0.0089,0.587
3200102,Washoe County (South),Nevada,10.07,15.54,5.28,0.1659,0.0055,0.0446,0.0147,0.0028,0.7347
3200103,Washoe County (North)--Sparks City,Nevada,11.75,18.68,6.2,0.2803,0.0222,0.0427,0.0199,0.005,0.6013
3200200,"Carson City, Lyon, Douglas & Storey Counties",Nevada,12.33,19.58,6.62,0.1784,0.0205,0.0184,0.0118,0.0012,0.742
3200300,Rural Nevada,Nevada,13.9,22.26,7.55,0.1931,0.0434,0.0138,0.0175,0.0021,0.7087
3200401,Clark County (Northwest Central)--Northwest Las Vegas Valley,Nevada,11.46,19.05,5.97,0.231,0.0037,0.0661,0.1145,0.0049,0.5354
3200402,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities,Nevada,11.34,18.08,5.93,0.2307,0.007,0.0553,0.1167,0.0114,0.5302
3200403,Clark County (Central)--Greater North Las Vegas City,Nevada,11.9,20.59,6.31,0.4279,0.0046,0.065,0.2099,0.0054,0.246
3200404,"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB",Nevada,13.57,23.15,7.22,0.4722,0.0052,0.0408,0.124,0.0038,0.3257
3200405,Las Vegas City (Southeast),Nevada,14.11,24.7,7.51,0.5733,0.0039,0.0463,0.1744,0.0051,0.1683
3200406,Las Vegas City (South Central),Nevada,13.1,22.28,6.93,0.462,0.0041,0.0563,0.1115,0.0137,0.3136
3200407,Clark County (West)--Las Vegas City (Southwest),Nevada,10.63,17.02,5.73,0.1592,0.0041,0.107,0.0848,0.0052,0.6014
3200408,Clark County (Central)--Spring Valley & Summerlin South,Nevada,10.74,17.88,5.67,0.2114,0.003,0.1851,0.1009,0.0066,0.4367
3200409,Clark County (Central)--Paradise (Northwest) & Winchester,Nevada,12.35,21.53,6.48,0.4208,0.0051,0.0976,0.1317,0.005,0.3046
3200410,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)",Nevada,12.67,21.59,6.63,0.4675,0.0067,0.082,0.1026,0.01,0.2962
3200411,Clark County (Central)--Henderson City (West),Nevada,9.86,15.53,5.18,0.1568,0.0044,0.0931,0.0533,0.004,0.6464
3200412,Clark County (South)--Henderson (East) & Boulder Cities,Nevada,11.07,17.9,5.85,0.1823,0.003,0.1165,0.0658,0.0066,0.5812
3200413,Clark County (Central)--Paradise (South) & Enterprise,Nevada,10.93,17.9,5.65,0.2199,0.0067,0.1708,0.0938,0.0094,0.4494
3300100,Northern New Hampshire--Grafton & Coos Counties,New Hampshire,10.53,13.29,6.88,0.0254,0.0026,0.0285,0.0139,0.0006,0.9101
3300200,"Lakes Region--Belknap, Carroll & Merrimack (Northern) Counties",New Hampshire,10.24,12.66,6.77,0.0161,0.002,0.0093,0.0053,0.0002,0.9519
3300300,"Strafford Region--Strafford, Rockingham (Northern) & Carroll (Southeastern) Counties",New Hampshire,10.58,13.37,6.92,0.0234,0.0006,0.0303,0.0089,0.0003,0.914
3300400,Central New Hampshire--Merrimack County (Central)--Concord City,New Hampshire,10.45,12.94,6.94,0.0217,0.0026,0.0228,0.0156,0.0001,0.9192
3300500,Southwestern New Hampshire--Cheshire & Sullivan Counties,New Hampshire,10.83,13.58,7.04,0.0175,0.0023,0.0109,0.007,0.0003,0.9443
3300600,Hillsborough County (Western),New Hampshire,9.73,11.77,6.41,0.0245,0.0005,0.0146,0.0077,0.0005,0.9304
3300700,Outer Manchester City,New Hampshire,9.73,11.85,6.37,0.0291,0.001,0.0147,0.0071,0.0002,0.932
3300800,Manchester City,New Hampshire,11.25,14.64,7.36,0.1039,0.0013,0.0505,0.0513,0.0002,0.7688
3300900,Hillsborough County (Southeastern)--Greater Nashua City,New Hampshire,9.51,11.59,6.17,0.0899,0.0013,0.0612,0.0205,0.0003,0.8031
3301000,Seacoast Region--Rockingham County (Southern)--Portsmouth City,New Hampshire,8.78,10.63,5.84,0.0304,0.0003,0.0244,0.0075,0,0.9194
3400101,Atlantic County (East)--Atlantic City & Ventnor City,New Jersey,5.32,12.42,3.65,0.1761,0.002,0.1034,0.17,0.0005,0.521
3400102,Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town,New Jersey,5.42,11.78,3.6,0.2028,0.0027,0.0618,0.12,0.0004,0.5857
3400301,Bergen County (South Central)--Hackensack & Englewood (West) Cities,New Jersey,4.31,9.74,2.87,0.3139,0.001,0.0931,0.2476,0,0.3217
3400302,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights Boroughs",New Jersey,4.3,9.13,2.91,0.2311,0.0005,0.12,0.0276,0.0004,0.6017
3400303,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park Boroughs",New Jersey,3.95,8.56,2.63,0.2672,0.0018,0.3235,0.0215,0.0006,0.3657
3400304,"Bergen County (West Central)--Fair Lawn Borough, Garfield City & Lodi Borough",New Jersey,4.85,10.5,3.27,0.2799,0.001,0.0801,0.0409,0.0002,0.5809
3400305,"Bergen County (East)--Tenafly, Park Ridge & Cresskill Boroughs",New Jersey,2.84,5.9,2.02,0.0869,0.0012,0.2291,0.0149,0,0.6502
3400306,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes Boroughs",New Jersey,3.54,7.31,2.45,0.079,0.0004,0.0774,0.0138,0.0011,0.816
3400307,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford Boroughs",New Jersey,3.63,7.79,2.5,0.1923,0.0012,0.2198,0.0433,0,0.5278
3400308,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs",New Jersey,3.46,6.96,2.42,0.0925,0.0013,0.1185,0.0182,0.0001,0.7446
3400400,Passaic County (Southeast)--Paterson City,New Jersey,6.26,15.01,4.15,0.6081,0.0001,0.0453,0.2482,0,0.0846
3400501,Passaic County (South)--Passaic & Clifton (Southeast) Cities,New Jersey,5.75,13.15,3.78,0.5872,0.0012,0.0556,0.0574,0,0.288
3400502,Passaic County (Central)--Hawthorne Borough & Clifton City (Northwest),New Jersey,4.97,10.62,3.42,0.231,0.0004,0.0509,0.0554,0.0001,0.6416
3400503,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes Boroughs",New Jersey,4.36,9.12,3,0.126,0.0039,0.0536,0.0204,0.0008,0.7798
3400601,Hudson County (Central)--Jersey City (North),New Jersey,3.55,7.99,2.34,0.2837,0.0017,0.3187,0.0759,0.0003,0.2867
3400602,Hudson County (Central)--Jersey City (South),New Jersey,5.26,12.48,3.51,0.2929,0.0032,0.1542,0.373,0.0003,0.143
3400701,"Hudson County (North)--West New York, Secaucus & Guttenberg Towns",New Jersey,4.83,11.05,3.16,0.6491,0.0012,0.093,0.0268,0.0002,0.2147
3400702,Hudson County (Northeast)--Union City & Hoboken Cities,New Jersey,4.28,9.71,2.79,0.4817,0.0003,0.0682,0.0245,0.0009,0.4058
3400703,"Hudson County (South & West)--Bayonne City, Kearney & Harrison Towns",New Jersey,5.38,12.01,3.55,0.4133,0.0021,0.1115,0.0771,0.0017,0.3721
3400800,Hunterdon County,New Jersey,4.2,8.71,2.92,0.0654,0.0002,0.0411,0.024,0.0004,0.8553
3400901,Middlesex County (Southeast),New Jersey,3.88,8.23,2.69,0.1085,0.0017,0.1422,0.0364,0.0001,0.6935
3400902,Middlesex County (Southwest),New Jersey,3.12,6.78,2.15,0.0707,0.0019,0.4115,0.1067,0,0.3861
3400903,Middlesex County (Northwest)--South Plainfield & Middlesex Boroughs,New Jersey,4.07,8.93,2.71,0.1702,0.0016,0.3078,0.1374,0,0.3578
3400904,Middlesex County (North Central)--Metuchen Borough,New Jersey,3.77,8.24,2.56,0.1462,0.0023,0.3602,0.083,0.0009,0.3779
3400905,Middlesex County (Northeast)--Carteret Borough,New Jersey,3.95,9.01,2.71,0.2233,0.0017,0.2562,0.1094,0.0005,0.3873
3400906,"Middlesex County (Central)--New Brunswick City, South River & Highland Park Boroughs",New Jersey,4.52,10.49,3.12,0.2799,0.0007,0.1568,0.1053,0.0006,0.4379
3400907,Middlesex County (East Central)--Perth Amboy City & Sayreville Borough,New Jersey,5.36,12.15,3.59,0.461,0.0002,0.0822,0.09,0.0003,0.3515
3401001,Somerset County (North & West),New Jersey,3.49,7.15,2.42,0.0699,0.0011,0.1546,0.0217,0,0.7342
3401002,Somerset County (South),New Jersey,3.32,7.26,2.25,0.112,0.0018,0.2317,0.183,0.0001,0.4445
3401003,Somerset County (Central)--North Plainfield & Somerville Boroughs,New Jersey,4.36,9.55,2.95,0.2512,0.0008,0.1433,0.073,0.0001,0.5136
3401101,Monmouth County (Southeast)--Tinton Falls Borough (South),New Jersey,4.51,9.64,3.03,0.0742,0.0001,0.0268,0.1177,0,0.7628
3401102,Monmouth County (Southwest)--Freehold Borough,New Jersey,4.15,8.75,2.88,0.1243,0.0014,0.063,0.0392,0.0009,0.7564
3401103,"Monmouth County (East Central)--Long Branch, Asbury Park Cities & Eatontown Borough",New Jersey,5.4,11.7,3.64,0.1787,0.0008,0.0277,0.1386,0.0002,0.6286
3401104,Monmouth County (Northeast)--Red Bank & Tinton Falls (North) Boroughs,New Jersey,3.94,8.3,2.7,0.0932,0.0004,0.0321,0.0308,0.0004,0.8301
3401105,Monmouth County (Northwest)--Keansburg Borough,New Jersey,4.41,9.33,3.07,0.0916,0.0005,0.0629,0.046,0,0.7798
3401106,Monmouth County (Central),New Jersey,3.98,8.37,2.7,0.0839,0.001,0.1084,0.0317,0.0008,0.7599
3401201,Ocean County (South),New Jersey,5.35,11.1,3.65,0.0539,0.001,0.01,0.0183,0.0002,0.9032
3401202,Ocean County (Central)--Beachwood Borough,New Jersey,5.29,11.3,3.56,0.1124,0.0003,0.0249,0.0299,0.001,0.8085
3401203,Ocean County (North Central),New Jersey,7.12,15.09,4.87,0.1147,0.0002,0.0175,0.0308,0,0.8278
3401204,Ocean County (Northwest),New Jersey,4.89,10.38,3.34,0.0834,0.0001,0.0265,0.0453,0.0001,0.8299
3401205,Ocean County (Northeast)--Point Pleasant Borough,New Jersey,4.77,10.04,3.18,0.0925,0.0005,0.0143,0.0132,0.0001,0.8655
3401301,Essex County (Southeast)--Newark City (North & East),New Jersey,7.43,17.14,5.06,0.5513,0.0022,0.015,0.2298,0,0.173
3401302,Essex County (Southeast)--Newark City (Southwest),New Jersey,7.01,17.42,4.74,0.1199,0.0015,0.0227,0.8087,0,0.0279
3401401,Essex County (Northeast),New Jersey,4.86,10.8,3.25,0.3255,0.0001,0.0956,0.1132,0.0001,0.4365
3401402,Essex County (South Central)--East Orange City,New Jersey,5.78,13.87,3.84,0.1217,0.0023,0.019,0.7028,0.0001,0.1332
3401403,Essex County (Northwest),New Jersey,3.58,7.43,2.46,0.0849,0.0005,0.0519,0.0901,0.0003,0.7462
3401404,Essex County (Southwest),New Jersey,3.42,7.3,2.32,0.1147,0.0006,0.1624,0.1353,0.0006,0.5546
3401501,Morris County (North)--Dover Town & Kinnelon Borough,New Jersey,4.56,9.65,3.11,0.2,0.0008,0.0515,0.0268,0.0003,0.703
3401502,Morris County (West),New Jersey,4.33,9.14,2.93,0.1183,0.001,0.0664,0.0382,0,0.7604
3401503,Morris County (East)--Lincoln Park Borough,New Jersey,3.49,7.37,2.38,0.0966,0.0003,0.2312,0.0244,0,0.6281
3401504,"Morris County (South)--Morristown Town, Madison & Florham Park Boroughs",New Jersey,3.52,7.43,2.43,0.1106,0.0001,0.0777,0.0371,0,0.7551
3401600,Sussex County,New Jersey,4.78,9.9,3.28,0.0822,0.0001,0.0203,0.0216,0,0.8624
3401700,Warren County,New Jersey,5.14,10.88,3.48,0.0927,0.0012,0.0266,0.0436,0,0.8168
3401800,Union County (Northeast)--Elizabeth City,New Jersey,6.34,14.9,4.22,0.6501,0.0002,0.018,0.1755,0,0.1221
3401901,Union County (North Central)--Roselle Park Borough,New Jersey,4.91,10.78,3.32,0.2166,0.0008,0.0728,0.3077,0.0001,0.3488
3401902,Union County (Northwest)--Summit City & Westfield Town (North),New Jersey,3.74,7.76,2.59,0.096,0.0009,0.09,0.0421,0,0.7403
3401903,Union County (Southwest)--Plainfield City & Westfield Town (South),New Jersey,4.94,11.2,3.31,0.2773,0.0012,0.043,0.2166,0,0.4272
3401904,"Union County (Southeast)--Linden, Rahway Cities & Roselle Borough (South)",New Jersey,5.25,11.52,3.55,0.2713,0.0008,0.0347,0.2636,0.0001,0.3955
3402001,Burlington County (North)--Burlington City,New Jersey,5.32,11.57,3.64,0.0881,0.0001,0.0467,0.1601,0.0004,0.6716
3402002,Burlington County (West Central),New Jersey,4.14,8.66,2.79,0.0486,0.0006,0.0679,0.0686,0,0.7909
3402003,Burlington County (South & East),New Jersey,5.69,12.54,3.88,0.104,0.0004,0.0365,0.2457,0.0007,0.5683
3402101,Camden County (North)--Camden & Gloucester Cities,New Jersey,6.35,15.18,4.18,0.4219,0.001,0.0434,0.3025,0.0004,0.2135
3402102,Camden County (Central)--Lindenwold & Collingswood Boroughs,New Jersey,5.5,11.95,3.63,0.1003,0.0004,0.0221,0.1473,0.0003,0.7057
3402103,Camden County (South & West)--Bellmawr & Pine Hill Boroughs,New Jersey,5.96,13.09,4.04,0.0936,0.0005,0.0353,0.2042,0.0001,0.6367
3402104,Camden County (East Central)--Haddonfield Borough,New Jersey,3.71,7.74,2.53,0.0627,0.0013,0.1346,0.067,0,0.7063
3402201,Gloucester County (Northeast)--Woodbury City,New Jersey,5.49,11.88,3.73,0.0592,0.0004,0.0407,0.0966,0,0.7763
3402202,Gloucester County (South & West)--Glassboro Borough,New Jersey,5.25,11.32,3.58,0.0642,0.0009,0.0233,0.0986,0.0001,0.7919
3402301,Mercer County (West Central)--Trenton City,New Jersey,6.28,15.01,4.26,0.2923,0.0006,0.0232,0.4189,0,0.2507
3402302,Mercer County (North)--Princeton Borough,New Jersey,3.46,7.67,2.38,0.1027,0.0014,0.2118,0.0659,0.0002,0.5979
3402303,Mercer County (South),New Jersey,4.69,10.01,3.17,0.1427,0.0005,0.0678,0.1309,0.0006,0.6408
3402400,Cumberland County (South)--Vineland & Millville Cities,New Jersey,6.31,14.06,4.26,0.2936,0.0055,0.0135,0.164,0,0.4941
3402500,Salem & Cumberland (North) Counties--Bridgeton City,New Jersey,6.42,14.24,4.36,0.1887,0.0046,0.0113,0.1674,0.0004,0.6021
3402600,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City,New Jersey,5.58,12.06,3.83,0.0805,0.0003,0.0139,0.0512,0,0.8379
3500100,Northwest New Mexico--Navajo Nation,New Mexico,13.5,23.43,7.07,0.1698,0.6999,0.0067,0.0054,0.0004,0.0989
3500200,"San Juan County (Northeast)--Farmington, Bloomfield & Aztec Cities",New Mexico,9.35,15.95,4.96,0.2514,0.2258,0.0072,0.0083,0.0007,0.4827
3500300,North Central New Mexico,New Mexico,6.1,11.07,3.14,0.6118,0.0649,0.0134,0.0048,0.0001,0.2887
3500400,Eastern Plains New Mexico,New Mexico,8.05,14.53,4.36,0.4491,0.0094,0.0083,0.0325,0.0016,0.4739
3500500,Santa Fe County,New Mexico,6.04,10.64,3.18,0.5121,0.0253,0.0121,0.0089,0.0007,0.4278
3500600,Sandoval County,New Mexico,7.28,12.28,3.76,0.3891,0.1207,0.0118,0.0207,0.0013,0.4349
3500700,"Valencia, Bernalillo (East Mountains) Counties & Isleta Pueblo",New Mexico,6.56,11.51,3.51,0.5054,0.0548,0.0074,0.0097,0,0.4055
3500801,Albuquerque City (Far Northeast Heights),New Mexico,5.46,9.23,2.91,0.2852,0.0344,0.0658,0.0239,0,0.565
3500802,Albuquerque City (Near Northeast Heights),New Mexico,6.72,11.53,3.54,0.3609,0.0451,0.0237,0.0293,0.0013,0.5146
3500803,Albuquerque City (Southeast Heights),New Mexico,7.31,13.41,3.8,0.5032,0.0472,0.0306,0.0355,0.0002,0.351
3500804,Albuquerque City (Central) & Bernalillo County (North Valley),New Mexico,7.2,12.52,3.82,0.5547,0.0317,0.013,0.0162,0.0001,0.3656
3500805,"Albuquerque City (Northwest Mesa), Paradise Hills & Navajo Nation-Tohajiilee Chapter",New Mexico,6.5,11.07,3.35,0.4948,0.0454,0.0207,0.0325,0.0004,0.3858
3500806,Albuquerque City (Southwest Mesa) & Bernalillo County (Southwest Mesa & South Valley),New Mexico,7.45,13.78,3.86,0.8291,0.0271,0.0044,0.0143,0.0019,0.1143
3500900,Southwest New Mexico,New Mexico,7.26,12.95,3.88,0.5021,0.0271,0.0096,0.0085,0,0.4438
3501001,Dona Ana County (Outer),New Mexico,6.87,12.63,3.65,0.7595,0.004,0.0055,0.0081,0.0001,0.2175
3501002,"Dona Ana County (Central)--Las Cruces, Mesilla Cities & University Park",New Mexico,6.98,12.9,3.66,0.6086,0.0091,0.0154,0.0238,0.0005,0.3251
3501100,Central Southeast New Mexico,New Mexico,8.63,15.49,4.68,0.456,0.0319,0.0094,0.021,0.0007,0.4662
3501200,Far Southeast New Mexico,New Mexico,7.92,13.55,4.34,0.5437,0.0108,0.0052,0.0252,0.0001,0.4054
3600100,St. Lawrence County,New York,8.64,16.01,6.26,0.0236,0.0075,0.0099,0.0223,0.0006,0.9197
3600200,"Clinton, Franklin, Essex & Hamilton Counties",New York,8.7,16.13,6.2,0.0308,0.0227,0.0087,0.0418,0.0008,0.881
3600300,Warren & Washington Counties,New York,7.22,13.4,5.03,0.0265,0.0029,0.008,0.0198,0.0003,0.9306
3600401,Herkimer (North & Central) & Oneida (Outer) Counties,New York,7.56,13.66,5.22,0.0174,0.0016,0.0048,0.0108,0.0002,0.9518
3600402,Oneida County (Central)--Greater Utica & Rome Cities,New York,7.34,13.96,5.2,0.0774,0.0025,0.0559,0.0771,0.0004,0.7585
3600403,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",New York,7.22,13.59,5.09,0.0311,0.0011,0.0106,0.0149,0.0001,0.9271
3600500,Jefferson & Lewis Counties,New York,8.97,17.37,6.35,0.0642,0.0035,0.0148,0.0476,0.0017,0.8435
3600600,Oswego County,New York,7.98,14.77,5.6,0.0259,0.0013,0.0066,0.0096,0.0001,0.9404
3600701,Onondaga County (Central)--Syracuse City,New York,7,14.34,4.88,0.0937,0.0091,0.0652,0.2848,0.0003,0.5001
3600702,Onondaga County (North),New York,6.16,11.15,4.22,0.0271,0.0017,0.0182,0.0317,0.0001,0.8997
3600703,Onondaga County (Central)--Syracuse City (Outer),New York,6.12,11.12,4.22,0.0328,0.0031,0.0281,0.0339,0.0002,0.872
3600704,Cayuga & Onondaga (South) Counties,New York,7.76,14.38,5.46,0.0267,0.0032,0.012,0.0293,0.0001,0.9075
3600800,Wayne & Seneca Counties,New York,7.51,13.84,5.29,0.0416,0.002,0.008,0.0328,0.0009,0.8968
3600901,Monroe County (East),New York,5.25,9.45,3.61,0.0533,0.0011,0.0258,0.0501,0.0002,0.8542
3600902,Monroe County (Central)--Rochester City (East),New York,7.2,14.71,4.83,0.2294,0.0018,0.0189,0.3148,0.0002,0.4065
3600903,Monroe County (Central)--Rochester City (West),New York,7.96,16.3,5.57,0.1518,0.0031,0.0418,0.4415,0,0.3245
3600904,Monroe County (Central)--Greece & Gates Towns,New York,6.23,11.67,4.25,0.061,0.0011,0.0309,0.0833,0,0.7961
3600905,Monroe County (North & West),New York,6.44,11.99,4.46,0.0377,0.0009,0.0107,0.0444,0.0001,0.8894
3600906,Monroe County (South),New York,5.06,9.49,3.54,0.0396,0.0023,0.0691,0.0468,0.0004,0.8193
3601000,Genesee & Orleans Counties,New York,8.51,15.58,6.03,0.0397,0.0062,0.0069,0.0352,0,0.888
3601101,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area,New York,7.2,13.65,4.98,0.0338,0.0089,0.0123,0.1089,0.0005,0.806
3601102,Niagara County (North & East),New York,7.21,13.2,5.04,0.0266,0.0106,0.0098,0.0292,0,0.9023
3601201,Erie County (Northwest),New York,6.23,11.42,4.23,0.0343,0.0019,0.0135,0.0362,0.0001,0.8941
3601202,Erie County (North Central),New York,4.8,8.96,3.33,0.0393,0.0027,0.0922,0.0617,0.0005,0.7799
